id_contrato,data_solicitacao,data_aprovacao,departamento,tipo_contrato,valor,status,dias_para_aprovacao,aprovador
CT00202,2023-06-02,,Marketing,Consultoria,121174.07,Rejeitado,,
CT12054,2023-06-02,2023-06-17,Marketing,Treinamento,471060.7,Aprovado,15.0,Calebe Rodrigues
CT26981,2023-06-02,2023-06-28,Operações,Prestação de Serviços,259316.54,Aprovado,26.0,Calebe Rodrigues
CT39357,2023-06-02,,RH,Evento,89263.05,Rejeitado,,
CT20169,2023-06-02,2023-06-27,TI,Software,487993.57,Aprovado,25.0,Anthony Gabriel Costa
CT29153,2023-06-02,2023-06-03,RH,Fornecedor,435373.93,Aprovado,1.0,Pedro Henrique Nunes
CT15820,2023-06-02,2023-06-13,RH,Fornecedor,97561.18,Aprovado,11.0,Joana Albuquerque
CT29585,2023-06-02,2023-06-17,Compras,Fornecedor,62450.53,Aprovado,15.0,Apollo Santos
CT05633,2023-06-02,2023-06-12,Marketing,Software,252257.55,Aprovado,10.0,Srta. Ana Lívia Monteiro
CT22848,2023-06-02,,Marketing,Prestação de Serviços,118654.25,Pendente,,
CT06071,2023-06-02,2023-06-07,Compras,Evento,66217.21,Aprovado,5.0,Srta. Ana Lívia Monteiro
CT10719,2023-06-02,,TI,Prestação de Serviços,183744.22,Pendente,,
CT35835,2023-06-02,2023-06-14,TI,Treinamento,467726.62,Aprovado,12.0,Isadora Moraes
CT26432,2023-06-02,2023-06-03,TI,Software,296673.25,Aprovado,1.0,Ana Luiza Jesus
CT22971,2023-06-02,2023-07-01,Financeiro,Treinamento,167808.4,Aprovado,29.0,Cecilia Alves
CT08350,2023-06-02,,RH,Treinamento,226055.02,Rejeitado,,
CT00266,2023-06-02,2023-06-16,Jurídico,Evento,57794.94,Aprovado,14.0,Alexandre Pereira
CT19694,2023-06-02,2023-07-02,RH,Prestação de Serviços,133242.48,Aprovado,30.0,Apollo Santos
CT10575,2023-06-02,2023-06-24,Compras,Prestação de Serviços,495722.95,Aprovado,22.0,Joana Albuquerque
CT18733,2023-06-02,,Jurídico,Prestação de Serviços,388595.55,Cancelado,,
CT36249,2023-06-02,,Financeiro,Treinamento,323560.96,Rejeitado,,
CT34663,2023-06-02,2023-06-10,Operações,Consultoria,146525.82,Aprovado,8.0,Ana Luiza Jesus
CT38274,2023-06-02,,Operações,Prestação de Serviços,173240.56,Rejeitado,,
CT20463,2023-06-02,,TI,Treinamento,301546.72,Pendente,,
CT04175,2023-06-02,,TI,Evento,420468.29,Pendente,,
CT48246,2023-06-02,2023-06-23,TI,Treinamento,247305.29,Aprovado,21.0,Srta. Larissa Fernandes
CT42036,2023-06-03,2023-06-28,Operações,Treinamento,182552.9,Aprovado,25.0,Liz Costela
CT12091,2023-06-03,,Jurídico,Consultoria,26146.24,Pendente,,
CT39470,2023-06-03,2023-06-29,Financeiro,Treinamento,478639.84,Aprovado,26.0,Anthony Gabriel Costa
CT46601,2023-06-03,2023-06-10,RH,Evento,478295.89,Aprovado,7.0,Apollo Santos
CT31488,2023-06-03,2023-07-02,Marketing,Software,246960.88,Aprovado,29.0,Sr. Theodoro Macedo
CT13180,2023-06-03,2023-06-24,Marketing,Software,379968.14,Aprovado,21.0,Sr. Theodoro Macedo
CT24082,2023-06-03,,RH,Treinamento,148168.38,Rejeitado,,
CT04879,2023-06-03,2023-06-18,Jurídico,Treinamento,258951.36,Aprovado,15.0,Calebe Rodrigues
CT03680,2023-06-03,2023-06-23,Financeiro,Software,51925.65,Aprovado,20.0,Ana Luiza Jesus
CT30046,2023-06-03,2023-06-21,Compras,Fornecedor,482973.22,Aprovado,18.0,Pedro Henrique Nunes
CT01621,2023-06-03,,RH,Treinamento,286956.49,Rejeitado,,
CT30530,2023-06-03,,Operações,Software,82010.67,Cancelado,,
CT34320,2023-06-03,2023-06-15,Compras,Treinamento,334919.09,Aprovado,12.0,Isadora Moraes
CT27562,2023-06-03,2023-07-01,RH,Software,269856.42,Aprovado,28.0,Luiz Fernando Fogaça
CT02654,2023-06-03,2023-06-11,TI,Consultoria,240361.67,Aprovado,8.0,Anthony Vargas
CT45076,2023-06-03,2023-06-05,Operações,Fornecedor,196290.26,Aprovado,2.0,Anthony Vargas
CT40198,2023-06-03,2023-06-12,RH,Treinamento,175591.08,Aprovado,9.0,Pedro Henrique Nunes
CT36270,2023-06-03,2023-06-28,Jurídico,Evento,244327.24,Aprovado,25.0,Apollo Santos
CT19121,2023-06-03,2023-06-21,Operações,Fornecedor,225099.77,Aprovado,18.0,Pedro Henrique Nunes
CT33536,2023-06-03,,Operações,Consultoria,198943.3,Pendente,,
CT16961,2023-06-03,,Operações,Prestação de Serviços,359346.63,Rejeitado,,
CT41366,2023-06-03,2023-06-25,TI,Prestação de Serviços,357817.83,Aprovado,22.0,Apollo Santos
CT25650,2023-06-03,2023-06-06,Jurídico,Prestação de Serviços,253612.51,Aprovado,3.0,Srta. Larissa Fernandes
CT47205,2023-06-03,2023-06-22,Jurídico,Evento,278626.65,Aprovado,19.0,Alexandre Pereira
CT45822,2023-06-03,,RH,Fornecedor,485006.62,Rejeitado,,
CT40145,2023-06-03,2023-06-25,RH,Consultoria,50642.14,Aprovado,22.0,Anthony Vargas
CT33856,2023-06-03,2023-06-23,Operações,Evento,211587.27,Aprovado,20.0,Srta. Ana Lívia Monteiro
CT48062,2023-06-03,2023-06-28,Marketing,Treinamento,140181.43,Aprovado,25.0,Srta. Larissa Fernandes
CT22832,2023-06-03,,Compras,Evento,151402.33,Pendente,,
CT22476,2023-06-03,2023-06-09,TI,Prestação de Serviços,201705.89,Aprovado,6.0,Srta. Ana Lívia Monteiro
CT27832,2023-06-03,,RH,Treinamento,28372.46,Rejeitado,,
CT17429,2023-06-03,,Marketing,Evento,64670.63,Rejeitado,,
CT39232,2023-06-03,2023-06-04,Financeiro,Fornecedor,149262.81,Aprovado,1.0,Srta. Larissa Fernandes
CT20363,2023-06-03,2023-06-04,Jurídico,Evento,408749.99,Aprovado,1.0,Ana Luiza Jesus
CT30895,2023-06-03,2023-06-15,Marketing,Consultoria,387892.54,Aprovado,12.0,Calebe Rodrigues
CT48874,2023-06-03,2023-06-29,Marketing,Prestação de Serviços,207795.86,Aprovado,26.0,Liz Costela
CT00617,2023-06-03,2023-06-25,Compras,Fornecedor,354242.4,Aprovado,22.0,Anthony Vargas
CT12512,2023-06-03,2023-06-07,Marketing,Evento,102522.03,Aprovado,4.0,Calebe Rodrigues
CT06990,2023-06-03,2023-06-23,Compras,Consultoria,405894.2,Aprovado,20.0,Liz Costela
CT44991,2023-06-03,2023-06-06,Compras,Software,375365.54,Aprovado,3.0,Dr. José Miguel Porto
CT47818,2023-06-03,2023-06-28,Marketing,Software,51089.05,Aprovado,25.0,Liz Costela
CT41226,2023-06-03,2023-06-07,Jurídico,Consultoria,194947.44,Aprovado,4.0,Cecilia Alves
CT42243,2023-06-03,2023-06-04,TI,Consultoria,418951.74,Aprovado,1.0,Anthony Vargas
CT38973,2023-06-03,2023-07-03,Jurídico,Prestação de Serviços,442700.71,Aprovado,30.0,Apollo Santos
CT22917,2023-06-03,2023-06-24,TI,Prestação de Serviços,330190.08,Aprovado,21.0,Luiz Felipe Costa
CT28294,2023-06-03,2023-07-01,Operações,Consultoria,128790.48,Aprovado,28.0,Dr. João Rios
CT40050,2023-06-03,2023-06-25,RH,Evento,480409.45,Aprovado,22.0,Apollo Santos
CT36080,2023-06-03,2023-06-22,Financeiro,Software,300121.33,Aprovado,19.0,Anthony Vargas
CT14476,2023-06-03,2023-06-17,Jurídico,Prestação de Serviços,445892.94,Aprovado,14.0,Pedro Henrique Nunes
CT26789,2023-06-03,,TI,Consultoria,253271.96,Rejeitado,,
CT31864,2023-06-03,,Compras,Consultoria,61720.93,Pendente,,
CT40109,2023-06-03,2023-06-18,RH,Consultoria,194976.3,Aprovado,15.0,Pedro Henrique Nunes
CT34308,2023-06-03,,Compras,Evento,395146.91,Pendente,,
CT07169,2023-06-03,2023-06-25,Operações,Treinamento,251705.43,Aprovado,22.0,Srta. Ana Lívia Monteiro
CT22070,2023-06-03,2023-06-24,Jurídico,Consultoria,153710.57,Aprovado,21.0,Anthony Gabriel Costa
CT44939,2023-06-03,2023-06-29,RH,Prestação de Serviços,335170.15,Aprovado,26.0,Srta. Ana Lívia Monteiro
CT42784,2023-06-03,2023-06-19,RH,Prestação de Serviços,266029.18,Aprovado,16.0,Srta. Ana Lívia Monteiro
CT42354,2023-06-03,2023-06-15,RH,Prestação de Serviços,3438.27,Aprovado,12.0,Anthony Gabriel Costa
CT18313,2023-06-03,2023-06-25,Jurídico,Software,401471.06,Aprovado,22.0,Joana Albuquerque
CT18325,2023-06-03,2023-06-12,Jurídico,Fornecedor,371990.9,Aprovado,9.0,Anthony Vargas
CT08527,2023-06-03,2023-06-20,RH,Consultoria,411246.78,Aprovado,17.0,Srta. Larissa Fernandes
CT21573,2023-06-03,2023-06-08,Jurídico,Software,343921.92,Aprovado,5.0,Anthony Gabriel Costa
CT39758,2023-06-03,,Jurídico,Evento,214379.12,Pendente,,
CT45220,2023-06-04,2023-06-15,Financeiro,Software,435348.89,Aprovado,11.0,Srta. Ana Lívia Monteiro
CT29339,2023-06-04,2023-06-29,Operações,Prestação de Serviços,184144.2,Aprovado,25.0,Luiz Fernando Fogaça
CT18636,2023-06-04,2023-06-23,Financeiro,Consultoria,11866.58,Aprovado,19.0,Srta. Ana Lívia Monteiro
CT14751,2023-06-04,2023-06-20,Financeiro,Software,256787.74,Aprovado,16.0,Luiz Felipe Costa
CT44012,2023-06-04,2023-06-30,Operações,Software,180613.2,Aprovado,26.0,Liz Costela
CT45151,2023-06-04,2023-06-29,Marketing,Prestação de Serviços,24216.39,Aprovado,25.0,Srta. Ana Lívia Monteiro
CT10620,2023-06-04,,Compras,Software,486222.34,Pendente,,
CT31479,2023-06-04,2023-07-02,Financeiro,Consultoria,291708.83,Aprovado,28.0,Luiz Fernando Fogaça
CT28959,2023-06-04,2023-06-22,TI,Evento,342620.31,Aprovado,18.0,Anthony Vargas
CT30054,2023-06-04,2023-06-16,Compras,Fornecedor,443473.97,Aprovado,12.0,Srta. Ana Lívia Monteiro
CT29199,2023-06-04,2023-06-28,Compras,Software,497912.02,Aprovado,24.0,Srta. Ana Lívia Monteiro
CT46505,2023-06-04,2023-07-03,RH,Prestação de Serviços,124873.09,Aprovado,29.0,Liz Costela
CT22527,2023-06-04,,Compras,Prestação de Serviços,362847.71,Pendente,,
CT05910,2023-06-04,2023-06-25,RH,Prestação de Serviços,310167.68,Aprovado,21.0,Srta. Ana Lívia Monteiro
CT12450,2023-06-04,2023-07-04,Financeiro,Evento,180158.17,Aprovado,30.0,Luiz Felipe Costa
CT47085,2023-06-04,2023-06-17,Financeiro,Consultoria,147975.33,Aprovado,13.0,Luiz Felipe Costa
CT36816,2023-06-04,2023-06-29,Jurídico,Software,55975.71,Aprovado,25.0,Srta. Larissa Fernandes
CT02839,2023-06-04,2023-06-27,TI,Fornecedor,452293.5,Aprovado,23.0,Srta. Larissa Fernandes
CT47609,2023-06-04,2023-06-10,RH,Software,348598.91,Aprovado,6.0,Apollo Santos
CT03980,2023-06-04,2023-07-01,Compras,Software,484360.08,Aprovado,27.0,Srta. Larissa Fernandes
CT23662,2023-06-04,,Marketing,Fornecedor,453880.6,Rejeitado,,
CT26987,2023-06-04,,Compras,Software,440258.8,Cancelado,,
CT12909,2023-06-04,2023-07-04,TI,Prestação de Serviços,133837.4,Aprovado,30.0,Luiz Fernando Fogaça
CT02336,2023-06-04,2023-06-25,Compras,Fornecedor,154140.68,Aprovado,21.0,Liz Costela
CT12426,2023-06-04,2023-06-11,Financeiro,Consultoria,329258.8,Aprovado,7.0,Joana Albuquerque
CT19652,2023-06-04,,RH,Prestação de Serviços,135266.43,Pendente,,
CT13331,2023-06-04,2023-06-11,TI,Software,57017.89,Aprovado,7.0,Joana Albuquerque
CT01324,2023-06-04,2023-06-24,TI,Software,88458.43,Aprovado,20.0,Davi Lucas Carvalho
CT24154,2023-06-04,2023-06-07,Operações,Consultoria,257781.03,Aprovado,3.0,Anthony Gabriel Costa
CT23752,2023-06-04,,Financeiro,Consultoria,389631.7,Rejeitado,,
CT00988,2023-06-04,2023-06-12,Financeiro,Consultoria,375120.13,Aprovado,8.0,Alexandre Pereira
CT34915,2023-06-04,,Operações,Treinamento,321303.15,Rejeitado,,
CT24077,2023-06-04,,Jurídico,Consultoria,24976.78,Pendente,,
CT49527,2023-06-04,,Marketing,Consultoria,253291.51,Cancelado,,
CT17295,2023-06-04,2023-06-05,RH,Fornecedor,485519.33,Aprovado,1.0,Cecilia Alves
CT15335,2023-06-04,2023-06-24,Jurídico,Software,286348.64,Aprovado,20.0,Srta. Ana Lívia Monteiro
CT12904,2023-06-04,,RH,Prestação de Serviços,297820.99,Rejeitado,,
CT39546,2023-06-04,2023-06-05,Compras,Consultoria,92970.51,Aprovado,1.0,Luiz Fernando Fogaça
CT33621,2023-06-04,2023-06-10,Compras,Fornecedor,124510.1,Aprovado,6.0,Ana Luiza Jesus
CT48691,2023-06-04,2023-06-10,Compras,Evento,386669.74,Aprovado,6.0,Dr. João Rios
CT13787,2023-06-04,2023-06-10,Compras,Evento,295944.54,Aprovado,6.0,Srta. Larissa Fernandes
CT09817,2023-06-04,2023-06-29,RH,Fornecedor,214272.22,Aprovado,25.0,Dr. João Rios
CT17241,2023-06-04,2023-06-23,Financeiro,Evento,400251.05,Aprovado,19.0,Pedro Henrique Nunes
CT32821,2023-06-04,2023-06-25,Marketing,Software,124752.78,Aprovado,21.0,Pedro Henrique Nunes
CT27632,2023-06-04,2023-06-25,Operações,Treinamento,148609.33,Aprovado,21.0,Isadora Moraes
CT44456,2023-06-04,2023-07-02,RH,Fornecedor,304790.48,Aprovado,28.0,Davi Lucas Carvalho
CT22649,2023-06-04,2023-06-18,Marketing,Prestação de Serviços,152769.34,Aprovado,14.0,Pedro Henrique Nunes
CT40847,2023-06-04,2023-06-07,Marketing,Prestação de Serviços,20748.58,Aprovado,3.0,Pedro Henrique Nunes
CT34846,2023-06-04,2023-06-27,Compras,Software,104472.52,Aprovado,23.0,Asafe Cardoso
CT28504,2023-06-04,2023-07-04,Marketing,Software,495561.67,Aprovado,30.0,Liz Costela
CT07049,2023-06-04,2023-06-30,Financeiro,Consultoria,343442.73,Aprovado,26.0,Srta. Ana Lívia Monteiro
CT07164,2023-06-04,2023-06-22,Compras,Treinamento,338069.47,Aprovado,18.0,Alexandre Pereira
CT08584,2023-06-04,2023-07-03,Jurídico,Treinamento,224131.24,Aprovado,29.0,Sr. Theodoro Macedo
CT37127,2023-06-04,2023-06-20,TI,Fornecedor,443205.98,Aprovado,16.0,Anthony Gabriel Costa
CT07920,2023-06-04,2023-06-19,TI,Software,174948.36,Aprovado,15.0,Pedro Henrique Nunes
CT37516,2023-06-04,2023-07-01,Operações,Evento,56094.43,Aprovado,27.0,Joana Albuquerque
CT43708,2023-06-04,2023-06-27,Marketing,Consultoria,97326.67,Aprovado,23.0,Alexandre Pereira
CT42200,2023-06-04,2023-07-01,TI,Treinamento,441752.03,Aprovado,27.0,Isadora Moraes
CT01131,2023-06-04,2023-06-25,Compras,Prestação de Serviços,480256.51,Aprovado,21.0,Anthony Vargas
CT06558,2023-06-04,2023-06-30,Operações,Consultoria,240784.56,Aprovado,26.0,Anthony Gabriel Costa
CT28049,2023-06-04,2023-07-04,TI,Evento,230203.89,Aprovado,30.0,Calebe Rodrigues
CT09722,2023-06-05,,Financeiro,Software,131356.3,Cancelado,,
CT16526,2023-06-05,2023-07-01,Jurídico,Treinamento,351323.43,Aprovado,26.0,Luiz Fernando Fogaça
CT30048,2023-06-05,2023-06-11,Jurídico,Evento,373825.66,Aprovado,6.0,Apollo Santos
CT39188,2023-06-05,,Compras,Prestação de Serviços,191169.07,Rejeitado,,
CT45357,2023-06-05,2023-07-04,Financeiro,Software,415484.0,Aprovado,29.0,Pedro Henrique Nunes
CT13581,2023-06-05,2023-06-15,Jurídico,Fornecedor,239901.55,Aprovado,10.0,Srta. Ana Lívia Monteiro
CT29326,2023-06-05,2023-06-20,Operações,Software,259087.53,Aprovado,15.0,Apollo Santos
CT29012,2023-06-05,,Operações,Treinamento,82514.2,Pendente,,
CT33466,2023-06-05,2023-06-09,Compras,Prestação de Serviços,302889.01,Aprovado,4.0,Joana Albuquerque
CT21541,2023-06-05,2023-06-30,Operações,Prestação de Serviços,203932.69,Aprovado,25.0,Cecilia Alves
CT36214,2023-06-05,2023-06-11,RH,Consultoria,368984.3,Aprovado,6.0,Dr. José Miguel Porto
CT36859,2023-06-05,2023-07-03,Marketing,Consultoria,383752.59,Aprovado,28.0,Calebe Rodrigues
CT11099,2023-06-05,2023-06-29,Marketing,Treinamento,163648.52,Aprovado,24.0,Apollo Santos
CT49874,2023-06-05,2023-06-27,Financeiro,Treinamento,447789.39,Aprovado,22.0,Sr. Theodoro Macedo
CT02029,2023-06-05,2023-06-27,Marketing,Software,174844.46,Aprovado,22.0,Dr. José Miguel Porto
CT23431,2023-06-05,2023-06-18,RH,Prestação de Serviços,117144.53,Aprovado,13.0,Srta. Larissa Fernandes
CT47972,2023-06-05,,Marketing,Evento,219537.33,Cancelado,,
CT30944,2023-06-05,2023-07-01,Jurídico,Software,1792.71,Aprovado,26.0,Sr. Theodoro Macedo
CT08658,2023-06-05,,Marketing,Treinamento,239989.63,Rejeitado,,
CT31463,2023-06-05,,Jurídico,Treinamento,174928.34,Rejeitado,,
CT23170,2023-06-05,2023-07-03,TI,Evento,499139.42,Aprovado,28.0,Joana Albuquerque
CT36096,2023-06-05,2023-06-27,TI,Consultoria,42533.86,Aprovado,22.0,Davi Lucas Carvalho
CT00629,2023-06-05,2023-06-27,Jurídico,Prestação de Serviços,402364.67,Aprovado,22.0,Davi Lucas Carvalho
CT31915,2023-06-05,2023-06-15,Operações,Fornecedor,425116.31,Aprovado,10.0,Asafe Cardoso
CT36062,2023-06-05,2023-06-23,Marketing,Treinamento,285429.14,Aprovado,18.0,Luiz Fernando Fogaça
CT35992,2023-06-05,2023-07-04,Marketing,Prestação de Serviços,452669.8,Aprovado,29.0,Pedro Henrique Nunes
CT37296,2023-06-05,2023-06-16,Compras,Software,215721.48,Aprovado,11.0,Srta. Ana Lívia Monteiro
CT10447,2023-06-05,,Financeiro,Treinamento,444545.65,Cancelado,,
CT25247,2023-06-05,,RH,Treinamento,490989.51,Pendente,,
CT18336,2023-06-05,2023-06-08,TI,Prestação de Serviços,14961.05,Aprovado,3.0,Pedro Henrique Nunes
CT11339,2023-06-05,,Marketing,Software,398630.94,Rejeitado,,
CT45030,2023-06-05,2023-06-13,Jurídico,Consultoria,38947.11,Aprovado,8.0,Asafe Cardoso
CT48217,2023-06-05,2023-07-02,RH,Treinamento,402802.9,Aprovado,27.0,Pedro Henrique Nunes
CT34796,2023-06-05,2023-06-08,RH,Consultoria,181673.67,Aprovado,3.0,Luiz Felipe Costa
CT39080,2023-06-05,2023-07-03,Jurídico,Evento,184637.32,Aprovado,28.0,Anthony Gabriel Costa
CT05574,2023-06-05,2023-06-08,Marketing,Fornecedor,362108.75,Aprovado,3.0,Pedro Henrique Nunes
CT43829,2023-06-05,2023-06-29,RH,Consultoria,194979.51,Aprovado,24.0,Davi Lucas Carvalho
CT18217,2023-06-05,2023-06-24,RH,Software,285084.06,Aprovado,19.0,Anthony Vargas
CT12504,2023-06-05,2023-06-25,Financeiro,Evento,290131.72,Aprovado,20.0,Luiz Fernando Fogaça
CT06509,2023-06-05,2023-06-09,Financeiro,Prestação de Serviços,27105.35,Aprovado,4.0,Apollo Santos
CT08977,2023-06-05,,RH,Fornecedor,67244.1,Pendente,,
CT24013,2023-06-05,,Financeiro,Treinamento,380973.62,Rejeitado,,
CT08884,2023-06-05,,Financeiro,Treinamento,323505.4,Cancelado,,
CT43462,2023-06-05,2023-06-21,TI,Prestação de Serviços,412739.99,Aprovado,16.0,Sr. Theodoro Macedo
CT37031,2023-06-05,2023-06-10,Financeiro,Evento,333218.79,Aprovado,5.0,Dr. José Miguel Porto
CT03870,2023-06-05,2023-06-20,Marketing,Evento,286969.09,Aprovado,15.0,Sr. Theodoro Macedo
CT27464,2023-06-05,2023-06-18,Jurídico,Prestação de Serviços,177131.4,Aprovado,13.0,Cecilia Alves
CT15520,2023-06-05,2023-06-22,Jurídico,Treinamento,33748.42,Aprovado,17.0,Srta. Larissa Fernandes
CT29811,2023-06-05,,Compras,Fornecedor,85405.24,Rejeitado,,
CT44613,2023-06-05,2023-06-24,Operações,Software,410847.38,Aprovado,19.0,Davi Lucas Carvalho
CT21074,2023-06-05,,Financeiro,Treinamento,93705.62,Rejeitado,,
CT07674,2023-06-05,2023-07-04,Compras,Prestação de Serviços,301907.56,Aprovado,29.0,Asafe Cardoso
CT40365,2023-06-05,2023-06-25,Compras,Prestação de Serviços,454716.53,Aprovado,20.0,Apollo Santos
CT07894,2023-06-05,2023-06-20,Operações,Consultoria,26637.86,Aprovado,15.0,Asafe Cardoso
CT27430,2023-06-05,2023-06-18,Jurídico,Prestação de Serviços,336523.16,Aprovado,13.0,Anthony Vargas
CT33204,2023-06-05,2023-06-06,RH,Consultoria,240409.3,Aprovado,1.0,Isadora Moraes
CT01224,2023-06-05,2023-07-01,TI,Prestação de Serviços,18627.79,Aprovado,26.0,Dr. José Miguel Porto
CT06749,2023-06-05,2023-06-16,TI,Treinamento,67482.6,Aprovado,11.0,Pedro Henrique Nunes
CT40431,2023-06-05,2023-06-27,RH,Software,26212.08,Aprovado,22.0,Pedro Henrique Nunes
CT03572,2023-06-05,2023-07-03,Financeiro,Consultoria,84686.76,Aprovado,28.0,Apollo Santos
CT43840,2023-06-05,2023-06-20,Compras,Software,65497.08,Aprovado,15.0,Joana Albuquerque
CT03022,2023-06-05,,Jurídico,Consultoria,376077.96,Pendente,,
CT14619,2023-06-05,2023-06-23,Operações,Software,35243.68,Aprovado,18.0,Joana Albuquerque
CT22928,2023-06-05,,TI,Consultoria,368397.63,Pendente,,
CT10609,2023-06-05,2023-06-27,Compras,Consultoria,116008.9,Aprovado,22.0,Cecilia Alves
CT01532,2023-06-05,2023-07-01,Financeiro,Evento,66512.05,Aprovado,26.0,Dr. José Miguel Porto
CT40467,2023-06-05,2023-06-23,Compras,Fornecedor,427368.49,Aprovado,18.0,Sr. Theodoro Macedo
CT42691,2023-06-05,2023-06-27,RH,Prestação de Serviços,47260.25,Aprovado,22.0,Ana Luiza Jesus
CT17755,2023-06-05,2023-06-14,Marketing,Treinamento,206164.7,Aprovado,9.0,Luiz Felipe Costa
CT04044,2023-06-05,2023-06-11,Operações,Treinamento,333444.1,Aprovado,6.0,Cecilia Alves
CT23717,2023-06-05,2023-06-07,Financeiro,Software,280030.22,Aprovado,2.0,Joana Albuquerque
CT00464,2023-06-05,2023-06-23,Jurídico,Prestação de Serviços,151067.47,Aprovado,18.0,Luiz Fernando Fogaça
CT04818,2023-06-05,2023-06-16,Compras,Evento,466311.54,Aprovado,11.0,Isadora Moraes
CT01402,2023-06-05,2023-06-28,Jurídico,Treinamento,337089.32,Aprovado,23.0,Asafe Cardoso
CT19097,2023-06-05,2023-06-23,Financeiro,Treinamento,221344.46,Aprovado,18.0,Anthony Vargas
CT11249,2023-06-05,2023-06-23,RH,Evento,495608.99,Aprovado,18.0,Sr. Theodoro Macedo
CT47702,2023-06-05,2023-07-03,Compras,Prestação de Serviços,293701.33,Aprovado,28.0,Asafe Cardoso
CT49222,2023-06-05,2023-06-22,RH,Software,364371.84,Aprovado,17.0,Pedro Henrique Nunes
CT11416,2023-06-06,,RH,Prestação de Serviços,325412.82,Pendente,,
CT24356,2023-06-06,,Jurídico,Treinamento,109896.16,Cancelado,,
CT13725,2023-06-06,2023-06-12,Jurídico,Software,19075.09,Aprovado,6.0,Luiz Fernando Fogaça
CT12216,2023-06-06,2023-06-08,Compras,Consultoria,472876.52,Aprovado,2.0,Luiz Fernando Fogaça
CT35498,2023-06-06,2023-06-14,Financeiro,Software,420140.76,Aprovado,8.0,Davi Lucas Carvalho
CT03560,2023-06-06,2023-06-23,TI,Evento,455332.89,Aprovado,17.0,Luiz Felipe Costa
CT30469,2023-06-06,2023-06-22,RH,Software,320499.99,Aprovado,16.0,Cecilia Alves
CT27167,2023-06-06,2023-06-24,RH,Fornecedor,215228.09,Aprovado,18.0,Cecilia Alves
CT00827,2023-06-06,2023-06-11,RH,Evento,350307.13,Aprovado,5.0,Luiz Felipe Costa
CT24091,2023-06-06,,Financeiro,Fornecedor,456451.21,Rejeitado,,
CT29964,2023-06-06,2023-06-10,Jurídico,Fornecedor,230409.17,Aprovado,4.0,Davi Lucas Carvalho
CT42754,2023-06-06,2023-06-26,TI,Software,11458.1,Aprovado,20.0,Alexandre Pereira
CT07357,2023-06-06,2023-06-11,TI,Prestação de Serviços,216698.03,Aprovado,5.0,Srta. Ana Lívia Monteiro
CT24148,2023-06-06,2023-06-29,Jurídico,Treinamento,441145.07,Aprovado,23.0,Asafe Cardoso
CT45701,2023-06-06,2023-06-11,Compras,Consultoria,487240.82,Aprovado,5.0,Luiz Felipe Costa
CT32261,2023-06-06,2023-06-28,Marketing,Treinamento,261065.39,Aprovado,22.0,Ana Luiza Jesus
CT01650,2023-06-06,2023-06-26,Operações,Consultoria,190696.6,Aprovado,20.0,Alexandre Pereira
CT47223,2023-06-06,2023-06-07,TI,Consultoria,93443.36,Aprovado,1.0,Davi Lucas Carvalho
CT43655,2023-06-06,2023-06-21,Compras,Evento,449070.91,Aprovado,15.0,Alexandre Pereira
CT17033,2023-06-06,2023-06-21,RH,Software,242974.54,Aprovado,15.0,Sr. Theodoro Macedo
CT42765,2023-06-06,2023-06-07,Financeiro,Treinamento,57100.71,Aprovado,1.0,Apollo Santos
CT17003,2023-06-06,,Compras,Fornecedor,393131.93,Pendente,,
CT32284,2023-06-06,2023-06-11,Jurídico,Software,37473.83,Aprovado,5.0,Srta. Ana Lívia Monteiro
CT37081,2023-06-06,2023-06-16,Marketing,Treinamento,26545.23,Aprovado,10.0,Srta. Ana Lívia Monteiro
CT31034,2023-06-06,,RH,Prestação de Serviços,31644.49,Pendente,,
CT22266,2023-06-06,2023-06-08,Operações,Software,459385.66,Aprovado,2.0,Alexandre Pereira
CT13822,2023-06-06,2023-06-19,RH,Prestação de Serviços,249431.5,Aprovado,13.0,Davi Lucas Carvalho
CT49072,2023-06-06,,TI,Software,26095.69,Cancelado,,
CT03527,2023-06-06,2023-06-15,Marketing,Treinamento,230882.22,Aprovado,9.0,Anthony Vargas
CT34737,2023-06-06,2023-06-07,RH,Evento,370763.06,Aprovado,1.0,Luiz Felipe Costa
CT20468,2023-06-06,2023-06-10,Compras,Fornecedor,403007.91,Aprovado,4.0,Dr. José Miguel Porto
CT17569,2023-06-06,2023-07-01,TI,Evento,381914.0,Aprovado,25.0,Davi Lucas Carvalho
CT15982,2023-06-06,,TI,Prestação de Serviços,197266.9,Rejeitado,,
CT38582,2023-06-06,,Jurídico,Treinamento,322590.94,Cancelado,,
CT25191,2023-06-06,,Compras,Fornecedor,178434.8,Pendente,,
CT45385,2023-06-06,2023-06-09,RH,Software,36825.05,Aprovado,3.0,Cecilia Alves
CT32809,2023-06-06,2023-07-05,Financeiro,Fornecedor,374260.6,Aprovado,29.0,Srta. Larissa Fernandes
CT21314,2023-06-06,2023-06-26,Operações,Evento,193406.64,Aprovado,20.0,Dr. João Rios
CT06259,2023-06-06,2023-06-21,TI,Consultoria,40042.2,Aprovado,15.0,Cecilia Alves
CT19648,2023-06-06,2023-07-02,Financeiro,Software,72890.68,Aprovado,26.0,Sr. Theodoro Macedo
CT39039,2023-06-06,2023-06-17,Operações,Prestação de Serviços,224913.82,Aprovado,11.0,Srta. Larissa Fernandes
